eventNumber true_vertex_X true_vertex_Y true_vertex_Z true_t0 true_dir_X true_dir_Y true_dir_Z true_energy true_track_length
209 98.1939 -72.6521 101.231 0 0.870574 0.451005 0.196709 15.511 0.0713801
210 -44.822 -157.159 43.4166 0 -0.73411 -0.571907 -0.366068 15.511 0.0642284
211 -131.975 27.338 0.503867 0 0.676332 -0.721492 0.148406 15.511 0.0121133
212 -40.1207 -171.821 -95.6164 0 -0.126681 0.134638 0.982764 15.511 0.0726284
213 87.857 -0.0839464 12.5608 0 0.544672 -0.822588 -0.163344 15.511 0.0671622
214 73.1911 -158.682 98.4182 0 0.741077 0.0830965 0.666259 15.511 0.0426798
215 -60.0859 -160.54 40.3744 0 -0.621683 -0.703189 0.345014 15.511 0.0447129
216 47.5309 157.592 24.9676 0 0.676939 0.642918 -0.358344 15.511 0.0730399
217 -36.6329 -30.3041 -51.3661 0 -0.350444 0.904795 -0.24194 15.511 0.0689017
218 32.8776 93.1075 -34.3923 0 0.922775 0.359944 0.137572 15.511 0.0482079
219 73.8638 58.257 70.1328 0 -0.0159179 -0.855916 -0.51687 15.511 0.0427525
220 -27.9167 -26.5076 103.119 0 -0.631306 0.771354 0.0804108 15.511 0.0473689
221 -85.9503 -110.301 -103.089 0 0.973513 0.218284 -0.0679985 15.511 0.0479096
222 35.0384 -158.056 -59.7318 0 -0.296438 0.905597 0.303345 15.511 0.102864
223 -11.5729 56.9392 37.2141 0 -0.858722 -0.397484 0.323425 15.511 0.0707974
224 83.9939 -144.508 104.092 0 -0.614419 -0.348476 0.707851 15.511 0.072583
225 24.6507 46.144 140.632 0 0.940245 0.158583 0.301314 15.511 0.0666402
226 18.6749 188.853 -96.4917 0 0.731773 -0.319758 0.601883 15.511 0.0612906
227 -92.4425 11.6555 8.16157 0 0.0639119 -0.612623 -0.787787 15.511 0.0648954
228 -77.139 48.2576 99.5476 0 0.70255 -0.158558 -0.693745 15.511 0.0718797
229 -70.6897 93.068 -98.5203 0 0.909471 0.124881 -0.396569 15.511 0.0543361
230 -108.712 54.1267 -42.7167 0 0.0906147 -0.972213 -0.215851 15.511 0.0428456
231 127.927 -175.056 66.3794 0 0.372141 -0.107329 -0.92195 15.511 0.0506463
232 -43.6047 89.9087 15.7781 0 0.554582 0.802079 0.221606 15.511 0.0705342
233 64.4172 65.2389 82.1762 0 0.522608 -0.849391 -0.0735906 15.511 0.0696903
234 103.918 -108.381 -94.4877 0 -0.649462 -0.529214 0.546014 15.511 0.0657949
235 30.3263 -95.0877 -129.806 0 0.414719 0.850459 0.323615 15.511 0.0571366
236 -85.4188 13.4348 -107.574 0 -0.821394 -0.570282 0.00957096 15.511 0.033861
237 -43.9212 125.22 -105.498 0 -0.685891 0.264682 -0.677862 15.511 0.0651968
238 -37.4163 -63.9621 -117.791 0 -0.253129 -0.729943 -0.634908 15.511 0.0572015
239 -137.296 -35.6542 47.7998 0 -0.80771 -0.50367 0.306466 15.511 0.0507414
240 -21.4876 151.212 95.0097 0 0.161975 -0.0439208 -0.985817 15.511 0.0685167
241 6.71053 -70.3489 -17.1629 0 0.428776 0.692519 -0.580146 15.511 0.0518374
242 -113.3 -41.8962 95.6906 0 -0.0317096 -0.902767 -0.428959 15.511 0.070788
243 84.5821 56.6648 -112.375 0 0.925713 0.259563 0.275105 15.511 0.0640325
244 107.881 -76.867 -68.8819 0 -0.0473498 0.36845 -0.928441 15.511 0.0552184
245 117.801 129.523 42.4698 0 0.596208 -0.764616 -0.244742 15.511 0.0373171
246 -33.6837 -35.6512 62.2086 0 -0.354813 -0.0725795 -0.932116 15.511 0.0521762
247 75.0984 63.7074 -63.4401 0 -0.84854 0.00888398 -0.529057 15.511 0.0563246
248 -40.1878 -53.2077 115.429 0 -0.986158 -0.12444 -0.109574 15.511 0.0614826
249 110.652 194.155 -55.7115 0 -0.813983 0.260029 0.519438 15.511 0.0617746
250 48.5359 153.548 79.4019 0 0.497608 0.114634 0.859794 15.511 0.0647985
251 9.85651 -172.751 131.281 0 0.789483 -0.166426 -0.590778 15.511 0.0741716
252 -107.414 -131.823 88.3748 0 0.159913 -0.965464 -0.205686 15.511 0.0588284
253 95.8631 178.56 4.70899 0 0.343757 0.0658383 0.936748 15.511 0.0631034
254 -72.3127 -70.0498 127.876 0 -0.153624 0.986518 -0.0564158 15.511 0.0671033
255 -14.7938 -101.43 62.0622 0 -0.54704 0.267733 -0.793137 15.511 0.0518526
256 29.1544 36.9141 74.7846 0 0.170337 -0.3692 -0.913607 15.511 0.053639
257 41.5889 16.3686 -33.6508 0 -0.638296 -0.657022 0.401124 15.511 0.0738908
258 86.41 -187.433 27.3585 0 0.833564 -0.0771889 -0.547004 15.511 0.060228
259 -104.749 -64.9658 -22.7643 0 -0.495478 0.746164 -0.444679 15.511 0.0928865
260 -32.4304 135.282 -19.3571 0 0.767008 0.515673 -0.381811 15.511 0.0538066
261 -118.214 76.6158 26.6309 0 -0.262132 0.868787 -0.420113 15.511 0.035439
262 108.399 -0.690476 71.0137 0 -0.0700046 0.676786 0.732844 15.511 0.0559569
263 -114.073 2.14974 38.8106 0 -0.387215 -0.498787 0.77542 15.511 0.070124
264 67.0187 -193.846 -95.1046 0 0.647388 -0.728019 0.225559 15.511 0.0477374
265 45.2961 -16.7756 -56.0389 0 -0.00844292 -0.960688 0.277501 15.511 0.0642248
266 -29.6723 42.5932 121.964 0 -0.827747 0.561059 0.00691307 15.511 0.0487803
267 -37.3147 12.4946 76.8401 0 -0.870136 0.492551 -0.0160035 15.511 0.0499656
268 -14.7849 -186.907 -90.6816 0 -0.355354 -0.328585 -0.875074 15.511 0.0688344
269 62.7868 136.461 125.81 0 -0.164461 0.404551 -0.899606 15.511 0.0739091
270 136.128 -155.246 19.8866 0 0.327603 -0.935965 -0.129017 15.511 0.0629844
271 84.4505 48.9305 -34.0481 0 0.0221523 -0.442073 -0.896706 15.511 0.0569357
272 -17.822 186.256 -100.756 0 0.778642 -0.498654 -0.380868 15.511 0.0682075
273 -6.00899 -46.0255 124.808 0 0.474421 -0.844778 0.247538 15.511 0.0678217
274 -111.809 8.1288 -78.5641 0 -0.889412 0.389576 -0.239116 15.511 0.0658249
275 74.4293 -135.544 93.2937 0 -0.23427 0.969579 -0.0709484 15.511 0.0696706
276 -113.134 -77.8764 58.7743 0 -0.794339 -0.219931 -0.566265 15.511 0.0754859
277 -115.783 -24.2823 -80.8823 0 0.546855 -0.836332 0.0387248 15.511 0.0379868
278 -133.87 25.7998 -24.1867 0 -0.150328 0.597647 -0.78754 15.511 0.0514825
279 118.302 134.348 6.84403 0 -0.499027 -0.169593 0.84983 15.511 0.0425385
280 -80.6394 -66.0679 13.075 0 0.908576 -0.212063 -0.359887 15.511 0.065558
281 98.2828 -122.742 15.8803 0 0.995525 0.0934559 -0.0139875 15.511 0.0710032
282 -39.5719 -193.63 15.1205 0 -0.243348 -0.948428 -0.203142 15.511 0.0448321
283 127.254 125.9 8.84 0 0.151909 0.76597 -0.624671 15.511 0.0426762
284 -3.16486 -105.127 66.8313 0 0.0945 0.894622 0.436717 15.511 0.0655874
285 -109.191 24.2727 -81.2158 0 -0.824236 0.533486 0.189809 15.511 0.0596818
286 118.306 190.14 7.63241 0 0.199862 0.974326 -0.103655 15.511 0.0665206
287 -94.3646 96.2689 96.5505 0 -0.886904 -0.239069 -0.395282 15.511 0.0287213
288 13.8551 46.3184 -114.27 0 0.148441 0.362566 -0.920061 15.511 0.0730055
289 74.6699 -77.6781 129.449 0 -0.261445 -0.856147 0.445711 15.511 0.0523587
290 16.3618 75.4809 -73.9317 0 -0.693614 0.475939 -0.540723 15.511 0.0632738
291 -87.3989 -101.466 -86.1217 0 -0.84325 -0.513933 0.157487 15.511 0.0675785
292 58.9631 -161.157 -48.9852 0 -0.974444 0.0921819 -0.204846 15.511 0.0473559
293 -34.297 15.597 27.54 0 -0.813199 -0.568478 -0.124665 15.511 0.0542311
294 12.5861 42.9959 143.452 0 0.495743 -0.449794 -0.742916 15.511 0.0589086
295 8.31211 167.992 -115.253 0 0.289751 0.0891002 -0.952946 15.511 0.0638071
